City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Sahuaripa,29.05,-109.2333,57.29,34,6,2.53,MX,2021-02-22 06:03:07
294,Akcakoca,41.0866,31.1162,39.15,73,48,2.21,TR,2021-02-22 06:07:34
295,Campo Verde,-20.4167,-54.0667,73.4,68,0,4.61,BR,2021-02-22 06:07:35
296,Hambantota,6.1241,81.1185,89.6,70,40,12.66,LK,2021-02-22 06:07:35
297,San Pedro,14.35,121.0167,80.01,83,90,3.44,PH,2021-02-22 06:07:35
298,Pisco,-13.7,-76.2167,72.0,73,0,12.66,PE,2021-02-22 06:07:35
299,Liling,27.6667,113.5,77.0,57,99,4.47,CN,2021-02-22 06:07:35
300,Codrington,-38.2667,141.9667,59.83,58,85,18.16,AU,2021-02-22 06:07:38
301,Namibe,-15.1961,12.1522,69.26,75,99,6.04,AO,2021-02-22 06:07:38
302,Yangcun,39.3639,117.0603,50.0,42,0,13.42,CN,2021-02-22 06:07:38
303,Daru,-9.0763,143.2092,85.41,71,80,7.02,PG,2021-02-22 06:05:49
304,Kendari,-3.945,122.4989,85.75,69,100,1.14,ID,2021-02-22 06:07:42
305,Pandan,14.0453,124.1694,80.01,87,100,14.25,PH,2021-02-22 06:07:42
306,Tortoli,39.9256,9.6572,55.4,100,40,8.05,IT,2021-02-22 06:07:42
307,Harper,4.375,-7.7169,78.15,84,60,6.33,LR,2021-02-22 06:07:42
308,La Roche-Sur-Yon,46.6667,-1.4333,51.8,76,90,6.91,FR,2021-02-22 06:07:46
309,Balkhash,46.844,74.9804,23.0,86,0,15.66,KZ,2021-02-22 06:07:49
310,Lorengau,-2.0226,147.2712,84.85,72,98,6.46,PG,2021-02-22 06:07:49
311,Tierralta,8.1736,-76.0592,74.93,88,64,5.44,CO,2021-02-22 06:07:49
312,Kulhudhuffushi,6.6221,73.07,82.11,68,89,8.16,MV,2021-02-22 06:07:52
313,Siocon,7.7061,122.1353,80.91,83,65,8.97,PH,2021-02-22 06:07:52
314,Dalbandin,28.8947,64.4101,72.05,26,16,6.33,PK,2021-02-22 06:07:52
315,Shelopugino,51.6514,117.5599,1.49,84,14,8.99,RU,2021-02-22 06:07:52
316,Keti Bandar,24.1447,67.4497,83.64,28,0,11.95,PK,2021-02-22 06:07:52
317,Deputatskiy,69.3,139.9,-27.11,86,1,1.83,RU,2021-02-22 06:07:53
318,Merauke,-8.4667,140.3333,85.69,66,100,7.52,ID,2021-02-22 06:07:53
319,Puerto Colombia,10.9878,-74.9547,78.8,83,20,17.27,CO,2021-02-22 06:07:53
320,Anadyr,64.75,177.4833,-11.2,77,0,11.18,RU,2021-02-22 06:07:53
321,La Ronge,55.1001,-105.2842,39.2,75,94,6.91,CA,2021-02-22 06:07:53
322,Mangai,-4.05,19.5333,71.13,88,91,1.81,CD,2021-02-22 06:07:53
323,Lasa,46.6166,10.7002,41.0,86,0,2.3,IT,2021-02-22 06:07:53
324,Serebryansk,49.6925,83.2892,28.4,80,90,13.42,KZ,2021-02-22 06:07:56
325,Sistranda,63.7256,8.834,37.4,87,0,19.57,NO,2021-02-22 06:07:56
326,Indramayu,-6.3264,108.32,83.07,78,53,14.2,ID,2021-02-22 06:07:56
327,Voh,-20.9667,164.7,83.43,78,81,2.57,NC,2021-02-22 06:07:56
328,Tres Arroyos,-38.3739,-60.2798,67.91,60,43,11.52,AR,2021-02-22 06:07:56
329,Monteagudo,-19.8167,-63.9833,63.91,80,29,2.37,BO,2021-02-22 06:07:56
330,Rudbar,30.15,62.6,61.68,34,48,7.7,AF,2021-02-22 06:07:57
331,Zilair,52.2332,57.4392,-6.56,89,35,2.33,RU,2021-02-22 06:07:57
332,Ahuimanu,21.4447,-157.8378,77.0,73,75,10.36,US,2021-02-22 06:07:57
333,Batemans Bay,-35.7167,150.1833,66.0,81,100,9.51,AU,2021-02-22 06:08:00
334,Lata,40.1629,-8.3327,46.99,100,40,4.61,PT,2021-02-22 06:08:03
335,Olinda,-8.0089,-34.8553,78.8,65,40,4.61,BR,2021-02-22 06:08:07
336,Kruisfontein,-34.0033,24.7314,66.0,68,3,1.01,ZA,2021-02-22 06:08:07
337,Biak,-0.9131,122.8766,83.89,71,100,3.85,ID,2021-02-22 06:08:10
338,Sahibganj,25.25,87.65,84.87,20,0,8.61,IN,2021-02-22 06:08:10
339,Srednekolymsk,67.45,153.6833,-30.91,82,0,2.93,RU,2021-02-22 06:08:10
340,Olafsvik,64.8945,-23.7142,37.62,78,100,2.86,IS,2021-02-22 06:08:10
341,Malakal,9.5334,31.6605,78.89,15,34,11.7,SS,2021-02-22 06:08:10
342,Prestea,5.4327,-2.1428,73.85,96,4,1.32,GH,2021-02-22 06:08:10
343,Socorro,31.6546,-106.3033,44.6,26,1,5.75,US,2021-02-22 06:08:10
344,Wilmington,34.2257,-77.9447,46.0,81,75,4.61,US,2021-02-22 06:06:27
345,Sept-Iles,50.2001,-66.3821,17.6,49,1,4.61,CA,2021-02-22 06:08:11
346,Ratzeburg,53.7,10.7667,37.99,87,0,1.99,DE,2021-02-22 06:08:11
347,Sable-Sur-Sarthe,47.8376,-0.3329,52.0,81,0,5.75,FR,2021-02-22 06:08:11
348,Saint-Ambroise,48.5501,-71.3324,12.2,79,56,2.3,CA,2021-02-22 06:08:17
349,Eureka,40.8021,-124.1637,48.0,93,100,7.14,US,2021-02-22 06:07:26
350,Kaeo,-35.1,173.7833,69.01,74,89,5.99,NZ,2021-02-22 06:08:17
351,Beringovskiy,63.05,179.3167,-19.77,81,0,5.79,RU,2021-02-22 06:08:17
352,Abu Dhabi,24.4667,54.3667,77.0,65,0,8.05,AE,2021-02-22 06:08:22
353,Bengkulu,-3.8004,102.2655,84.7,68,94,9.01,ID,2021-02-22 06:07:44
354,Comodoro Rivadavia,-45.8667,-67.5,55.4,71,20,6.91,AR,2021-02-22 06:06:00
355,Isiro,2.7739,27.616,69.3,56,92,1.54,CD,2021-02-22 06:08:23
356,Kota Bahru,6.1333,102.2386,86.0,51,20,8.05,MY,2021-02-22 06:08:23
357,Joniskis,56.2403,23.6153,33.8,86,100,10.36,LT,2021-02-22 06:08:26
358,Ouallam,14.3188,2.0866,64.36,24,0,10.11,NE,2021-02-22 06:08:26
359,Hammerfest,70.6634,23.6821,8.6,85,90,21.85,NO,2021-02-22 06:08:26
360,Chistoye,56.5375,43.0045,-14.01,76,0,6.71,RU,2021-02-22 06:08:34
361,Antalaha,-14.9003,50.2788,79.83,85,32,7.63,MG,2021-02-22 06:08:34
362,Mwandiga,-4.83,29.6581,71.6,94,75,5.55,TZ,2021-02-22 06:08:34
363,Narasannapeta,18.4167,84.05,89.58,24,6,2.75,IN,2021-02-22 06:08:38
364,Tysmenytsya,48.9022,24.8448,12.2,100,90,2.17,UA,2021-02-22 06:08:38
365,Shimoda,34.6667,138.95,66.2,52,0,19.57,JP,2021-02-22 06:08:38
366,Leningradskiy,69.3833,178.4167,-14.28,85,100,10.11,RU,2021-02-22 06:08:39
367,Aswan,24.0934,32.907,57.07,46,0,10.83,EG,2021-02-22 06:08:43
368,Bardiyah,31.7561,25.0865,54.05,78,9,11.12,LY,2021-02-22 06:08:43
369,Aykhal,66.0,111.5,-24.88,80,38,1.63,RU,2021-02-22 06:08:43
370,Scottsboro,34.6723,-86.0341,55.4,47,90,12.66,US,2021-02-22 06:08:43
371,Wanning,18.8003,110.3967,75.11,62,13,7.49,CN,2021-02-22 06:08:47
372,Lumeje,-11.55,20.7833,65.07,94,100,4.54,AO,2021-02-22 06:08:47
373,Las Choapas,17.9333,-94.0833,66.47,93,37,4.38,MX,2021-02-22 06:08:51
374,San Quintin,30.4833,-115.95,57.6,56,0,1.1,MX,2021-02-22 06:05:19
375,Seminole,28.7086,-81.2081,59.0,88,1,3.44,US,2021-02-22 06:08:51
376,Touros,-5.1989,-35.4608,77.0,83,75,3.44,BR,2021-02-22 06:08:51
377,Haines Junction,60.7522,-137.5108,-0.4,78,100,6.91,CA,2021-02-22 06:08:55
378,La Palma,33.8464,-118.0467,61.0,44,1,4.59,US,2021-02-22 06:08:55
379,Lanzhou,36.0564,103.7922,50.0,17,0,4.47,CN,2021-02-22 06:08:58
380,Eregli,37.5133,34.0467,27.18,87,0,2.1,TR,2021-02-22 06:07:28
381,Portland,45.5234,-122.6762,50.0,87,90,13.8,US,2021-02-22 06:09:01
382,San Patricio,28.017,-97.5169,62.6,94,1,4.61,US,2021-02-22 06:09:02
383,Khorinsk,52.1657,109.7726,4.46,84,6,3.09,RU,2021-02-22 06:09:02
384,Pinega,64.7001,43.3936,-29.96,84,4,3.87,RU,2021-02-22 06:09:02
385,Morondava,-20.2833,44.2833,82.71,79,73,6.04,MG,2021-02-22 06:09:02
386,Jishou,28.3167,109.7167,80.01,49,0,1.68,CN,2021-02-22 06:05:46
387,Youkounkoun,12.5333,-13.1333,67.3,74,3,3.58,GN,2021-02-22 06:09:02
388,Salisbury,51.0693,-1.7957,45.0,93,75,4.61,GB,2021-02-22 06:04:20
389,Hay River,60.8156,-115.7999,-7.6,77,100,10.36,CA,2021-02-22 06:09:03
390,Port Hardy,50.6996,-127.4199,48.2,93,90,6.91,CA,2021-02-22 06:09:03
391,Pachelma,53.2443,43.3521,8.1,95,100,9.55,RU,2021-02-22 06:09:03
392,Palmer,42.1584,-72.3287,12.0,85,1,2.98,US,2021-02-22 06:09:06
393,Mana,5.6592,-53.7767,76.44,85,94,13.18,GF,2021-02-22 06:09:06
394,Kodinsk,58.6881,99.1844,-2.97,89,100,3.87,RU,2021-02-22 06:09:06
395,Jalu,29.0331,21.5482,51.37,63,0,5.7,LY,2021-02-22 06:09:06
396,Teknaf,20.8624,92.3058,84.25,33,50,13.96,BD,2021-02-22 06:09:06
397,Sembe,1.6481,14.5806,71.17,90,18,3.09,CG,2021-02-22 06:09:06
398,Qunduz,36.729,68.857,51.19,54,100,4.74,AF,2021-02-22 06:09:06
399,Mundo Nuevo,18.7,-95.5,67.71,81,51,3.24,MX,2021-02-22 06:09:09
400,Korhogo,9.45,-5.6333,68.99,23,66,3.18,CI,2021-02-22 06:09:10
401,Davila,18.4726,120.5763,80.6,74,20,9.22,PH,2021-02-22 06:09:13
402,Barinas,8.6226,-70.2075,79.88,51,60,3.67,VE,2021-02-22 06:09:13
403,Buchanan,5.8808,-10.0467,78.1,87,99,2.33,LR,2021-02-22 06:09:13
404,Erdenet,49.0333,104.0833,15.22,86,100,3.58,MN,2021-02-22 06:09:13
405,Batouri,4.4333,14.3667,65.82,41,51,1.86,CM,2021-02-22 06:09:13
406,Burnie,-41.0667,145.9167,60.01,51,50,21.0,AU,2021-02-22 06:09:13
407,Coihaique,-45.5752,-72.0662,48.2,76,90,3.44,CL,2021-02-22 06:09:13
408,Kenda,23.2,86.5333,80.6,34,24,3.27,IN,2021-02-22 06:09:13
409,Bilibino,68.0546,166.4372,-30.62,81,96,1.95,RU,2021-02-22 06:09:13
410,Tuy Hoa,13.0833,109.3,74.43,71,100,10.04,VN,2021-02-22 06:09:17
411,Requena,39.4883,-1.1004,50.0,76,100,1.01,ES,2021-02-22 06:09:17
412,Evensk,61.95,159.2333,-3.23,77,0,9.26,RU,2021-02-22 06:09:17
413,Salinas,36.6777,-121.6555,51.8,81,1,3.8,US,2021-02-22 06:09:17
414,Serra Talhada,-7.9919,-38.2983,70.97,80,98,6.49,BR,2021-02-22 06:09:17
415,Lahat,-3.8,103.5333,85.17,69,100,4.09,ID,2021-02-22 06:09:17
416,Saint Anthony,45.0205,-93.218,27.0,93,90,3.44,US,2021-02-22 06:09:20
417,Portobelo,9.55,-79.65,75.0,99,27,11.9,PA,2021-02-22 06:09:20
418,Zhongshu,24.5167,103.7667,66.36,47,0,9.24,CN,2021-02-22 06:09:20
419,Karratha,-20.7377,116.8463,99.86,34,31,10.0,AU,2021-02-22 06:09:20
420,Verkhnetulomskiy,68.6073,31.7962,-27.4,75,0,2.24,RU,2021-02-22 06:09:21
421,Voi,-3.3945,38.563,76.19,74,100,3.78,KE,2021-02-22 06:09:21
422,Sechura,-5.5569,-80.8222,73.33,72,99,10.65,PE,2021-02-22 06:09:21
423,Kalmunai,7.4167,81.8167,83.68,71,44,11.97,LK,2021-02-22 06:09:21
424,Yerbogachen,61.2767,108.0108,-11.49,87,96,5.08,RU,2021-02-22 06:07:49
425,Bhor,18.1667,73.85,84.02,31,9,10.51,IN,2021-02-22 06:09:21
426,Ambon,-3.6954,128.1814,84.2,74,40,8.05,ID,2021-02-22 06:09:21
427,Aqtobe,50.2797,57.2072,-4.0,77,40,8.95,KZ,2021-02-22 06:09:21
428,Choctaw,35.4976,-97.2689,41.0,60,1,7.58,US,2021-02-22 06:09:21
429,Haapiti,-17.5667,-149.8667,80.01,78,75,3.44,PF,2021-02-22 06:09:22
430,Iwanai,42.9744,140.5089,33.03,89,89,4.09,JP,2021-02-22 06:09:22
431,Tura,25.5198,90.2201,86.45,17,0,3.94,IN,2021-02-22 06:09:22
432,Moree,-29.4667,149.85,100.4,17,21,19.57,AU,2021-02-22 06:09:22
433,Ukiah,39.1502,-123.2078,51.01,81,1,3.36,US,2021-02-22 06:09:25
434,Mattru,7.6244,-11.8332,74.32,95,63,1.43,SL,2021-02-22 06:09:25
435,Araouane,18.9048,-3.5265,71.58,19,0,8.99,ML,2021-02-22 06:09:25
436,Nizhniy Odes,63.6445,54.856,-33.16,83,21,4.29,RU,2021-02-22 06:09:25
437,Shubarkuduk,49.1447,56.4872,8.92,95,100,12.48,KZ,2021-02-22 06:09:29
438,Los Llanos De Aridane,28.6585,-17.9182,60.8,67,0,8.05,ES,2021-02-22 06:09:29
439,Ocampo,21.65,-101.5,50.7,43,0,4.21,MX,2021-02-22 06:09:29
440,Puerto Ayacucho,5.6639,-67.6236,77.32,72,77,3.0,VE,2021-02-22 06:09:32
441,San Carlos,9.6612,-68.5827,70.45,76,17,4.5,VE,2021-02-22 06:09:32
442,Chifeng,42.2683,118.9636,25.97,56,0,20.98,CN,2021-02-22 06:09:32
443,Trinidad,-14.8333,-64.9,73.13,97,100,2.15,BO,2021-02-22 06:09:32
444,Stuttgart,48.7823,9.177,36.0,100,0,1.14,DE,2021-02-22 06:07:00
445,Nantucket,41.2835,-70.0995,28.0,74,1,8.32,US,2021-02-22 06:05:44
446,Renfrew,55.872,-4.3925,44.6,87,75,8.05,GB,2021-02-22 06:09:36
447,Viedma,-40.8135,-62.9967,63.28,45,7,11.18,AR,2021-02-22 06:09:36
448,Heinola,61.2056,26.0381,12.0,85,90,14.97,FI,2021-02-22 06:09:39
449,Alekseyevsk,57.8406,108.3492,0.5,87,95,7.83,RU,2021-02-22 06:09:39
450,Honiara,-9.4333,159.95,83.62,75,89,1.77,SB,2021-02-22 06:09:39
451,Sandwick,60.0,-1.25,44.6,87,77,12.66,GB,2021-02-22 06:09:42
452,College,64.8569,-147.8028,-18.0,68,1,0.02,US,2021-02-22 06:09:42
453,Nago,26.5881,127.9761,77.0,53,75,9.22,JP,2021-02-22 06:09:45
454,Mitsamiouli,-11.3847,43.2844,82.63,72,47,3.2,KM,2021-02-22 06:09:46
455,Ilhabela,-23.7781,-45.3581,74.98,82,51,2.51,BR,2021-02-22 06:07:23
456,Fare,-16.7,-151.0167,80.96,73,100,5.77,PF,2021-02-22 06:09:46
457,Grand Forks,47.9417,-97.4337,32.0,80,1,10.36,US,2021-02-22 06:09:49
458,Moengo,5.6167,-54.4,72.52,96,89,3.22,SR,2021-02-22 06:09:49
459,Caronport,50.4501,-105.8179,33.8,69,100,20.71,CA,2021-02-22 06:09:49
460,San Matias,-16.3667,-58.4,76.42,80,100,3.98,BO,2021-02-22 06:09:49
461,Puerto Suarez,-18.95,-57.8,72.57,53,0,2.86,BO,2021-02-22 06:09:52
462,Padang,-0.9492,100.3543,89.6,58,20,6.91,ID,2021-02-22 06:09:52
463,Saint-Denis,48.9167,2.3333,52.0,71,0,3.44,FR,2021-02-22 06:09:52
464,Bonavista,48.6499,-53.1147,12.0,72,100,6.91,CA,2021-02-22 06:09:52
465,Sibu,2.3,111.8167,86.0,58,40,4.61,MY,2021-02-22 06:09:55
466,Miri,4.4148,114.0089,84.2,74,40,9.22,MY,2021-02-22 06:09:20
467,Novosergiyevka,52.0934,53.6528,-7.78,90,100,7.56,RU,2021-02-22 06:09:59
468,Gander,48.9682,-54.5906,6.8,72,40,11.5,CA,2021-02-22 06:09:59
469,Hualmay,-11.0964,-77.6139,69.4,82,98,7.49,PE,2021-02-22 06:09:59
470,Neryungri,56.6709,124.6491,-16.31,84,100,11.59,RU,2021-02-22 06:10:02
471,Landerneau,48.4525,-4.2525,44.6,93,90,4.61,FR,2021-02-22 06:08:04
472,Hami,42.8,93.45,45.99,52,100,3.76,CN,2021-02-22 06:10:02
473,Arman,59.7,150.1667,4.96,84,100,9.4,RU,2021-02-22 06:10:02
474,Sainte-Marie,-20.8968,55.5496,82.4,69,75,20.71,RE,2021-02-22 06:10:06
475,Khulna,22.8135,89.5672,88.95,16,48,6.26,BD,2021-02-22 06:10:09
476,Ginda,30.6945,78.4932,71.37,21,0,6.02,IN,2021-02-22 06:10:12
477,Tahta,26.7693,31.5021,50.0,50,0,5.75,EG,2021-02-22 06:10:12
478,Cururupu,-1.8283,-44.8683,74.86,96,100,2.64,BR,2021-02-22 06:07:11
479,Alihe,50.5667,123.7167,4.33,79,3,11.97,CN,2021-02-22 06:10:12
480,Vraca,43.8422,18.3955,26.6,100,0,2.3,BA,2021-02-22 06:10:12
481,Florida,28.7505,-82.5001,57.0,94,1,4.61,US,2021-02-22 06:05:14
482,Belmopan,17.25,-88.7667,68.0,74,95,0.43,BZ,2021-02-22 06:10:13
483,Srikakulam,18.3,83.9,89.28,26,9,2.57,IN,2021-02-22 06:10:13
484,Nalut,30.3333,10.85,52.27,36,14,12.44,LY,2021-02-22 06:10:13
485,Rio Gallegos,-51.6226,-69.2181,44.6,65,75,19.57,AR,2021-02-22 06:10:14
486,Cody,44.5263,-109.0565,35.6,48,1,35.68,US,2021-02-22 06:10:17
487,Sabha,27.0377,14.4283,49.69,44,0,8.03,LY,2021-02-22 06:10:17
488,Dunedin,-45.8742,170.5036,63.0,81,92,8.01,NZ,2021-02-22 06:10:17
489,Dickinson,29.4608,-95.0513,57.0,87,1,3.49,US,2021-02-22 06:08:45
490,Aksu,41.1231,80.2644,48.0,46,100,5.26,CN,2021-02-22 06:10:17
491,Hauknes,66.2833,14.0667,23.0,86,75,3.44,NO,2021-02-22 06:10:17
492,Welwyn Garden City,51.8017,-0.2069,46.4,87,100,5.75,GB,2021-02-22 06:10:18
493,Otautau,-46.15,168.0,66.99,62,100,4.0,NZ,2021-02-22 06:10:21
494,Barillas,15.8036,-91.3158,57.2,94,40,1.68,GT,2021-02-22 06:10:21
495,Blythe,33.6103,-114.5964,53.6,19,1,9.22,US,2021-02-22 06:10:21
496,Tabuk,17.4189,121.4443,82.63,65,52,4.12,PH,2021-02-22 06:10:21
497,Congleton,53.1631,-2.2125,45.0,82,100,2.64,GB,2021-02-22 06:10:21
498,Biltine,14.5333,20.9167,65.3,25,2,9.62,TD,2021-02-22 06:10:21
499,Danane,7.2596,-8.155,69.08,98,77,1.95,CI,2021-02-22 06:10:21
500,Isetskoye,56.4858,65.3226,-5.19,90,99,4.27,RU,2021-02-22 06:10:21
501,Agdam,39.991,46.9274,39.27,69,0,2.84,AZ,2021-02-22 06:10:25
502,Kargasok,59.0556,80.8572,-7.56,89,99,7.9,RU,2021-02-22 06:10:25
503,Faya,18.3851,42.4509,59.0,77,40,11.5,SA,2021-02-22 06:10:25
504,Pangnirtung,66.1451,-65.7125,-9.4,54,20,0.47,CA,2021-02-22 06:10:25
505,Cravo Norte,6.3017,-70.2041,80.42,49,39,5.91,CO,2021-02-22 06:10:26
506,South Sioux City,42.4739,-96.4136,28.0,92,1,9.28,US,2021-02-22 06:10:29
507,Raudeberg,61.9875,5.1352,48.0,68,86,13.98,NO,2021-02-22 06:10:32
508,Svetlyy,54.675,20.1347,37.0,93,4,4.47,RU,2021-02-22 06:10:36
509,Khorixas,-20.3667,14.9667,68.74,39,71,2.44,NA,2021-02-22 06:10:39
510,Aksarka,66.5606,67.7975,-33.84,82,31,3.69,RU,2021-02-22 06:10:42
511,Lucea,18.451,-78.1736,77.0,78,20,5.75,JM,2021-02-22 06:10:47
512,Santa Clara,22.4,-79.9667,69.8,100,75,8.05,CU,2021-02-22 06:10:47
513,Muros,42.7762,-9.0603,34.0,100,90,6.91,ES,2021-02-22 06:10:47
514,Kankan,10.3854,-9.3057,72.7,22,3,2.3,GN,2021-02-22 06:09:06
515,Ossora,59.2353,163.0719,6.51,93,100,7.83,RU,2021-02-22 06:10:47
516,Aulla,44.2146,9.9678,52.0,80,0,6.71,IT,2021-02-22 06:10:47
517,Rawson,-43.3002,-65.1023,60.28,42,89,18.68,AR,2021-02-22 06:10:51
518,Obo,5.3998,26.4869,71.1,29,66,2.24,CF,2021-02-22 06:10:51
519,Ciudad Bolivar,8.1222,-63.5497,76.39,75,88,11.65,VE,2021-02-22 06:10:51
520,San Carlos Del Zulia,9.0,-71.9135,73.35,85,6,2.68,VE,2021-02-22 06:10:51
521,Boca Do Acre,-8.7522,-67.3978,71.85,97,100,1.07,BR,2021-02-22 06:10:51
522,Champerico,14.3,-91.9167,64.99,94,75,6.71,GT,2021-02-22 06:10:51
523,Pechenga,69.5259,31.1703,-7.6,71,0,21.85,RU,2021-02-22 06:10:54
524,Honningsvag,70.9821,25.9704,10.4,85,90,42.57,NO,2021-02-22 06:10:55
525,Ostrovnoy,68.0531,39.5131,-16.19,85,4,8.1,RU,2021-02-22 06:10:55
526,Vila,42.0304,-8.1588,34.0,94,10,2.55,PT,2021-02-22 06:10:55
527,Westport,41.1415,-73.3579,27.0,68,1,5.55,US,2021-02-22 06:10:36
528,Belaya Gora,68.5333,146.4167,-30.86,83,0,3.13,RU,2021-02-22 06:10:55
529,Altay,47.8667,88.1167,26.58,92,97,5.1,CN,2021-02-22 06:09:15
530,Dalvik,65.9702,-18.5286,33.8,86,90,5.75,IS,2021-02-22 06:10:58
531,Shiloh,38.5614,-89.8973,39.2,100,90,3.44,US,2021-02-22 06:11:01
532,La Mana,-0.9333,-79.2167,50.0,93,75,4.61,EC,2021-02-22 06:11:01
533,Alimono,11.1856,122.7147,78.12,88,100,1.9,PH,2021-02-22 06:11:04
534,Laramie,41.3114,-105.5911,23.0,58,1,24.16,US,2021-02-22 06:11:04
535,Toktogul,41.8708,72.9402,12.0,80,100,1.21,KG,2021-02-22 06:11:04
536,Price,39.5994,-110.8107,30.2,51,1,9.22,US,2021-02-22 06:11:04
537,Nouakchott,18.0858,-15.9785,60.8,67,0,11.5,MR,2021-02-22 06:11:05
538,Okhotsk,59.3833,143.3,12.06,95,100,5.06,RU,2021-02-22 06:11:05
539,Miles City,46.4083,-105.8406,39.2,56,1,18.41,US,2021-02-22 06:11:08
540,Rafai,4.95,23.9167,70.79,32,100,1.95,CF,2021-02-22 06:11:11
541,Margate,51.3813,1.3862,50.0,73,100,1.99,GB,2021-02-22 06:11:11
542,Sabang,5.8933,95.3214,81.88,79,88,21.61,ID,2021-02-22 06:11:12
543,Lohja,60.2486,24.0653,23.0,94,100,8.01,FI,2021-02-22 06:11:12
544,Alta Floresta,-9.8756,-56.0861,69.26,94,100,1.23,BR,2021-02-22 06:11:12
545,Kieta,-6.2167,155.6333,82.67,75,96,2.55,PG,2021-02-22 06:11:15
546,Owensboro,37.7742,-87.1133,46.4,75,90,14.97,US,2021-02-22 06:11:15
547,Mount Isa,-20.7333,139.5,98.6,25,40,19.57,AU,2021-02-22 06:11:15
548,Alpena,45.0617,-83.4327,28.0,74,90,12.66,US,2021-02-22 06:11:15
549,Vao,-22.6667,167.4833,79.99,80,73,18.37,NC,2021-02-22 06:11:16
550,Hadsund,56.7148,10.1168,36.0,100,0,4.61,DK,2021-02-22 06:11:16
551,Jiexiu,37.0244,111.9125,57.9,33,100,9.46,CN,2021-02-22 06:11:16
552,Marysville,48.0518,-122.1771,50.0,93,90,13.8,US,2021-02-22 06:11:16
553,Katangli,51.7102,143.2326,10.76,93,27,8.57,RU,2021-02-22 06:11:19
554,Coolum Beach,-26.5333,153.1,84.99,79,5,3.0,AU,2021-02-22 06:09:48
555,Berbera,10.4396,45.0143,75.63,58,87,1.41,SO,2021-02-22 06:11:22
556,Iranshahr,27.2025,60.6848,69.8,43,0,4.61,IR,2021-02-22 06:11:22
557,Stephenville,32.2207,-98.2023,45.0,65,1,8.61,US,2021-02-22 06:07:25
558,Erenhot,43.6475,111.9767,17.13,78,29,4.07,CN,2021-02-22 06:11:26
559,Kletnya,53.3897,33.2171,33.8,100,90,4.47,RU,2021-02-22 06:11:26
560,Kununurra,-15.7667,128.7333,89.6,61,90,8.05,AU,2021-02-22 06:11:26
561,Pauini,-7.7136,-66.9764,72.07,97,100,1.28,BR,2021-02-22 06:11:26
562,Campbell River,50.0163,-125.2446,43.0,100,90,3.44,CA,2021-02-22 06:11:26
563,Port Macquarie,-31.4333,152.9167,84.2,54,75,8.05,AU,2021-02-22 06:11:26
564,Kirillov,59.863,38.3813,-11.2,77,0,8.95,RU,2021-02-22 06:11:26
565,Najran,17.4924,44.1277,64.4,34,0,2.46,SA,2021-02-22 06:11:26
566,Shingu,33.7333,135.9833,64.4,45,20,8.05,JP,2021-02-22 06:11:29
567,Tautira,-17.7333,-149.15,80.01,78,75,3.44,PF,2021-02-22 06:11:30
568,Yangmei,24.1023,112.5618,77.85,43,33,2.84,CN,2021-02-22 06:11:30
569,Kamenka,51.3223,42.7678,25.0,92,100,4.0,RU,2021-02-22 06:11:30
570,Saint-Gaudens,43.0833,0.6667,48.99,93,90,10.36,FR,2021-02-22 06:11:30
571,Santander,43.4647,-3.8044,48.99,93,40,10.36,ES,2021-02-22 06:07:17
572,Bhinmal,25.0,72.25,88.88,12,0,2.84,IN,2021-02-22 06:11:30
573,Sobolevo,54.4299,31.8996,30.24,98,100,7.56,RU,2021-02-22 06:11:30
574,Port Shepstone,-30.7414,30.455,71.08,64,83,9.46,ZA,2021-02-22 06:06:36
575,Marienburg,54.0359,19.0266,34.0,93,20,3.44,PL,2021-02-22 06:11:30
576,Kambove,-10.8764,26.5969,62.11,100,100,1.59,CD,2021-02-22 06:07:15
577,Eyl,7.9803,49.8164,79.09,60,100,17.25,SO,2021-02-22 06:11:31
578,Bima,-8.4667,118.7167,87.85,63,85,5.86,ID,2021-02-22 06:11:31
579,Chapais,49.7834,-74.8492,5.0,92,40,6.91,CA,2021-02-22 06:11:31
580,Oktyabrskoye,43.0645,44.7417,26.6,86,100,4.47,RU,2021-02-22 06:11:31
581,Karonga,-9.9333,33.9333,71.67,89,100,3.94,MW,2021-02-22 06:11:31
582,Umm Kaddadah,13.6017,26.6876,62.62,27,1,17.65,SD,2021-02-22 06:11:34
583,Jambi,-1.6,103.6167,87.31,62,87,6.08,ID,2021-02-22 06:07:39
584,Antofagasta,-23.65,-70.4,66.2,72,90,2.3,CL,2021-02-22 06:11:34
585,Balad,34.0164,44.1453,49.64,43,23,7.7,IQ,2021-02-22 06:11:34
586,Parola,20.8833,75.1167,88.92,15,0,4.61,IN,2021-02-22 06:11:34
587,Ojinaga,29.5667,-104.4167,53.6,24,1,9.22,MX,2021-02-22 06:11:34
588,Havoysund,70.9963,24.6622,10.4,85,90,42.57,NO,2021-02-22 06:11:34
589,Praia Da Vitoria,38.7333,-27.0667,62.6,77,20,29.55,PT,2021-02-22 06:11:35
590,Lulea,65.5842,22.1547,8.6,92,75,6.91,SE,2021-02-22 06:11:38
591,Vila Franca Do Campo,37.7167,-25.4333,61.0,94,40,20.71,PT,2021-02-22 06:11:38
